epoch,lr,loss_mode,train_loss,train_loss_fixed_total,train_loss_main,train_loss_turn,train_loss_theta,train_loss_main_base,train_loss_turn_base,train_loss_theta_base,train_loss_main_raw,train_loss_turn_raw,train_loss_theta_raw,train_loss_transition_focal_raw,train_loss_transition_focal_weighted,train_loss_stall_focal_raw,train_loss_stall_focal_weighted,train_loss_theta_smooth,val_loss,val_loss_main,val_loss_turn,val_loss_theta,val_loss_main_base,val_loss_turn_base,val_loss_theta_base,val_loss_main_raw,val_loss_turn_raw,val_loss_theta_raw,val_loss_transition_focal_raw,val_loss_transition_focal_weighted,val_loss_stall_focal_raw,val_loss_stall_focal_weighted,val_loss_theta_smooth,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_abs_le_10_p95_abs_err_deg,val_theta_neg_10_8_p95_abs_err_deg,val_theta_pos_8_10_p95_abs_err_deg,val_theta_abs_le_8_p95_abs_err_deg,val_theta_neg_8_6_p95_abs_err_deg,val_theta_pos_6_8_p95_abs_err_deg,val_theta_neg_2_0p5_p95_abs_err_deg,val_theta_pos_0p5_2_p95_abs_err_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_theta_true_zero_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall,val_flat_as_stall_ratio,val_stall_as_flat_ratio,val_cm_main,val_cm_turn,s_main,s_turn,s_theta,weight_main,weight_turn,weight_theta,task_weight_main,task_weight_turn,task_weight_theta,initial_loss_main,initial_loss_turn,initial_loss_theta,grad_norm_main,grad_norm_turn,grad_norm_theta,gradnorm_loss,gradnorm_unstable
1,0.0009998286624877785,fixed,1.1775721728646666,2.3551443457293333,0.855659695212252,0.3047255741770265,0.017186904362733544,0.7543402062879442,0.20927048833669223,0.017186904362733544,0.7543402062879442,1.0463524315287827,0.020943868250382518,0.4772754179237037,0.09545508532872382,0.5065974525602913,0.10131949213122642,0.0,1.404117444161633,1.0874586249881895,0.3134716450926093,0.003187182676538583,0.6622096321095633,0.21255849019519693,0.003187182676538583,0.6622096321095633,1.0627924235489759,0.004108520423683448,0.5045657691516798,0.10091315496596981,2.126245006205103,0.4252490107358228,0.0,8.872502046486181,0.6933694181326117,0.3301759133964817,0.6660593892120428,0.4302987921907097,0.46359945872801084,0.9813261163734777,0.6925566343042071,0.44786729857819907,0.32608695652173914,2.65830397605896,7.5587286949157715,8.077240943908691,5.4782609939575195,7.586227893829346,7.466094017028809,6.579733848571777,8.32221508026123,5.651032447814941,8.567755699157715,-0.46850430965423584,9.219199180603027,nan,0.410958904109589,0.23809523809523808,0.7616822429906542,0.0015220700152207,0.09523809523809523,"[[270, 1, 386], [4, 10, 28], [207, 507, 2282]]","[[378, 152, 314], [625, 200, 1099], [241, 44, 642]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,0.0009993147673772868,fixed,0.8320175289631726,1.6640350579263452,0.5327197875494215,0.29500306339934357,0.004294675390460163,0.4629484908400044,0.20313354546209955,0.004294675390460163,0.4629484908400044,1.0156677131017011,0.005445251913124932,0.45934757184611597,0.09186951581011653,0.3488564847046324,0.06977129797244132,0.0,1.2241953201319755,0.9205093557360369,0.30102619576357376,0.002659767440423188,0.42007945638870836,0.20589956326639539,0.002659767440423188,0.42007945638870836,1.0294977937564154,0.003594673023507483,0.4756331410798394,0.0951266307247669,2.5021494007239644,0.500429889846074,0.0,6.923580621233167,0.8587280108254398,0.3564276048714479,0.8170419154015148,0.4382683276442807,0.1483085250338295,0.9786197564276049,0.7659115426105717,0.476303317535545,0.34782608695652173,2.4824206829071045,7.327792167663574,7.901882171630859,5.369705677032471,7.3750200271606445,7.279881954193115,6.79871129989624,5.639481067657471,6.272885799407959,7.082629680633545,0.2818729281425476,8.076665878295898,nan,0.8812785388127854,0.23809523809523808,0.8624833110814419,0.0,0.38095238095238093,"[[579, 0, 78], [16, 10, 16], [341, 71, 2584]]","[[402, 70, 372], [723, 205, 996], [191, 26, 710]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,0.000998458666866564,fixed,0.6387163118944243,1.2774326237888487,0.3444521920951022,0.28953880002764176,0.004725321246997573,0.28877800232006495,0.19947449196015318,0.004725321246997573,0.28877800232006495,0.997372438899113,0.006183411148332533,0.45032152906758893,0.09006430735979837,0.2783709459317359,0.05567419028946493,0.0,1.0007355557404287,0.6926438674633171,0.3050468157366906,0.0030448936533399623,0.3326229664324424,0.2082600696927317,0.0030448936533399623,0.3326229664324424,1.0413003284005253,0.004361425212008503,0.4839337243359531,0.09678674626777879,1.8001044195785574,0.3600208923296249,0.0,6.64038043269645,0.8882273342354533,0.33856562922868744,0.8653590082296512,0.445180318135127,0.09715832205683356,0.9542625169147496,0.4627831715210356,0.659952606635071,0.33695652173913043,2.976808786392212,7.644143104553223,8.1049165725708,8.006749153137207,7.441169261932373,8.504321098327637,9.252813339233398,3.5960426330566406,4.672116279602051,4.936831474304199,0.4708874523639679,6.412660598754883,nan,0.898021308980213,0.23809523809523808,0.8951935914552737,0.0,0.023809523809523808,"[[590, 0, 67], [1, 10, 31], [255, 59, 2682]]","[[557, 96, 191], [1123, 265, 536], [324, 174, 429]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,0.0009972609476841365,fixed,0.5560071371476342,1.1120142742952683,0.2685404729741088,0.2831845707581519,0.004282094909735098,0.22774803767284915,0.1959730958033837,0.004282094909735098,0.22774803767284915,0.9798654620693156,0.005620101362339923,0.4360573684424928,0.08721147478934,0.20396216959427493,0.04079243462602225,0.0,0.9373474246594193,0.6353976821221905,0.2994159030172273,0.0025338345604251785,0.28047908373550084,0.20551180410852934,0.0025338345604251785,0.28047908373550084,1.0275590119729667,0.0033198412813382357,0.4695205040084493,0.0939041019373237,1.774592964972731,0.3549185946980726,0.0,6.208298792959487,0.9115020297699594,0.3675236806495264,0.8969019865832204,0.4626921792068859,0.08308525033829499,0.9353179972936401,0.6623516720604099,0.46327014218009477,0.358695652173913,2.437037944793701,6.704463481903076,7.625430583953857,5.672840595245361,6.7085113525390625,7.028761863708496,6.168841361999512,4.765952110290527,3.071141481399536,5.832006931304932,2.037330389022827,12.193846702575684,nan,0.8919330289193302,0.5476190476190477,0.920894526034713,0.0,0.07142857142857142,"[[586, 0, 71], [3, 23, 16], [188, 49, 2759]]","[[391, 139, 314], [695, 353, 876], [215, 98, 614]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,0.000995722430686905,fixed,0.5278333720966738,1.0556667441933476,0.24616579025112945,0.27842270603513997,0.0032448793417841812,0.20157386360118548,0.19308586080920725,0.0032448793417841812,0.20157386360118548,0.9654292861139776,0.004229067985955133,0.42668422098290765,0.08533684563747486,0.22295962244967157,0.04459192508105146,0.0,0.8378214607542035,0.5349373072910051,0.3010777607338354,0.0018064115785001822,0.2761312629357081,0.20508745707500933,0.0018064115785001822,0.2761312629357081,1.025437264416634,0.0024554897091541746,0.479951505594873,0.09599030240261183,1.2940301803779815,0.258806035252403,0.0,5.392235085943228,0.9087956698240865,0.3910690121786198,0.8952435044309234,0.4660040213219641,0.08335588633288227,0.9347767253044655,0.5469255663430421,0.5710900473933649,0.3555900621118012,2.1528120040893555,5.5845513343811035,5.521324634552002,5.482795238494873,5.637702941894531,5.257943153381348,6.579647064208984,4.198173999786377,3.946173667907715,4.998046875,1.466410756111145,8.57501220703125,nan,0.8873668188736682,0.5952380952380952,0.917890520694259,0.0,0.07142857142857142,"[[583, 0, 74], [3, 25, 14], [148, 98, 2750]]","[[482, 131, 231], [813, 456, 655], [317, 103, 507]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,0.0009938441702975688,fixed,0.47697174729045416,0.9539434945809083,0.20200725670655328,0.27216388732221947,0.002800601766587239,0.17042610515331616,0.18975052853516697,0.002800601766587239,0.17042610515331616,0.9487526333442408,0.0037084274359139367,0.4120667957428024,0.08241336041789528,0.1579057513750949,0.031581150751552524,0.0,0.9647461604362251,0.6526710483879455,0.3104258419696307,0.0016492791021436816,0.2718164740218523,0.20699212433762737,0.0016492791021436816,0.2718164740218523,1.0349606089888794,0.002379565850512726,0.5171685864057528,0.103433719920612,1.9042728727673344,0.38085458254484467,0.0,5.642409001462606,0.918809201623816,0.35128552097428956,0.9295832293189819,0.4912401989101025,0.07983761840324763,0.8397834912043302,0.6936353829557713,0.5035545023696683,0.33695652173913043,2.070557117462158,5.443324089050293,6.6615142822265625,4.957417964935303,5.428402423858643,4.735264778137207,4.757658004760742,2.7391340732574463,4.149918556213379,5.650235176086426,1.3972088098526,8.664885520935059,nan,0.756468797564688,0.47619047619047616,0.9606141522029372,0.0,0.0,"[[497, 0, 160], [0, 20, 22], [85, 33, 2878]]","[[425, 61, 358], [636, 230, 1058], [177, 107, 643]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,0.0009916274537819772,fixed,0.4817936764855921,0.9635873529711843,0.20885217496845235,0.2706899400418449,0.00225156491164922,0.1652488176745781,0.1883579278107282,0.00225156491164922,0.1652488176745781,0.9417896200289447,0.002878062629687852,0.41166005730160177,0.08233201262733307,0.21801678454358475,0.04360335806323806,0.0,0.8731143359402358,0.5618940602942636,0.3095586377971066,0.0016616352252203453,0.27012694922448494,0.20640593493339657,0.0016616352252203453,0.27012694922448494,1.0320296565315237,0.002429585068654244,0.5157635177262581,0.10315270411992428,1.4588355353900466,0.2917671103817376,0.0,5.453704981805904,0.9020297699594046,0.4146143437077131,0.9137787213321664,0.5006327914414709,0.036806495263870094,0.8373477672530446,0.7680690399137001,0.3637440758293839,0.37732919254658387,1.9570999145507812,5.769539833068848,5.523125171661377,3.5404820442199707,5.99873161315918,4.316043376922607,4.437279224395752,5.8095269203186035,4.511900424957275,5.971338748931885,1.3961503505706787,9.280223846435547,nan,0.9497716894977168,0.5714285714285714,0.8961949265687583,0.0,0.023809523809523808,"[[624, 0, 33], [1, 24, 17], [183, 128, 2685]]","[[307, 177, 360], [363, 513, 1048], [136, 79, 712]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,0.0009890738003669026,fixed,0.46420958611145735,0.9284191722229147,0.19635030049874624,0.2658210804991226,0.0020382034794777185,0.1621760208509248,0.18571269025628223,0.0020382034794777185,0.1621760208509248,0.9285634431037577,0.002675344840492662,0.4005419439903527,0.08010839007741216,0.17087139691627062,0.03417427975658836,0.0,0.9194235949296913,0.6167005097511172,0.30090901850847496,0.001814067416480353,0.25507894109969853,0.20086885178121405,0.001814067416480353,0.25507894109969853,1.0043442479973717,0.0026502717344319706,0.5002008268571836,0.10004016591868639,1.8081077943290211,0.361621565500753,0.0,5.325417359603481,0.9380243572395128,0.46305818673883625,0.9305203430503283,0.506187534776146,0.05926928281461434,0.8102841677943167,0.7626752966558792,0.4597156398104265,0.38354037267080743,2.214132308959961,6.074326515197754,5.7981672286987305,4.444687366485596,6.217982292175293,8.162769317626953,4.669815540313721,3.6904404163360596,4.882518768310547,4.754918098449707,-0.2047186642885208,5.496547698974609,nan,0.9634703196347032,0.5714285714285714,0.9375834445927904,0.0,0.0,"[[633, 0, 24], [0, 24, 18], [164, 23, 2809]]","[[388, 153, 303], [502, 616, 806], [140, 80, 707]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,0.000986184960198838,fixed,0.44637800820279566,0.8927560164055913,0.18598892883713114,0.25884325882110387,0.0015458229669487575,0.15517489756705707,0.18156588658662506,0.0015458229669487575,0.15517489756705707,0.9078294188243968,0.0020272198647851834,0.38638686295739605,0.07727737338075664,0.1540701557259207,0.030814031442315825,0.0,0.9647727289928958,0.6505238468334059,0.3131874337973872,0.0010614382278889983,0.2510605386048757,0.20857689921442968,0.0010614382278889983,0.2510605386048757,1.0428844882606332,0.001562107082756289,0.5230526556746079,0.10461053274198863,1.9973165271476525,0.3994633138114842,0.0,4.477338220163348,0.9382949932341001,0.39756427604871447,0.9426720978095917,0.5237352229962279,0.06387009472259811,0.7843031123139378,0.7540453074433657,0.4940758293838863,0.36180124223602483,1.689694881439209,4.429800510406494,5.046257019042969,4.757620334625244,4.275830268859863,5.0894036293029785,4.051722049713135,2.923393487930298,2.5333034992218018,3.411465883255005,0.9417271018028259,5.6489949226379395,nan,0.9299847792998478,0.5238095238095238,0.9459279038718291,0.0,0.023809523809523808,"[[611, 0, 46], [1, 22, 19], [147, 15, 2834]]","[[417, 105, 322], [580, 353, 991], [178, 50, 699]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,0.0009829629131445337,fixed,0.4398961044481499,0.8797922088962998,0.18008092333367662,0.258296499780103,0.0015186840316926545,0.14586908548711555,0.1807441095203401,0.0015186840316926545,0.14586908548711555,0.9037205293387854,0.0020237327954224834,0.38776193728204056,0.07755238917884495,0.1710591856987587,0.034211837818585965,0.0,0.9244500515264168,0.6087111250715423,0.31435030447936674,0.0013886124481660024,0.2428603915222927,0.2095788930725503,0.0013886124481660024,0.2428603915222927,1.0478944565188417,0.0020058684572148992,0.5238570287117938,0.10477140727723887,1.8292536631936807,0.365850737597531,0.0,4.6213957571596245,0.9418132611637348,0.4178619756427605,0.9400686197250612,0.5196512374915868,0.06847090663058186,0.7634641407307172,0.5738942826321467,0.5462085308056872,0.358695652173913,1.9991949796676636,4.9482102394104,4.970820903778076,3.0346078872680664,5.018340587615967,5.4582648277282715,3.1320557594299316,2.527714490890503,5.578062534332275,4.534631729125977,0.07725539058446884,5.081089496612549,nan,0.9254185692541856,0.5476190476190477,0.9509345794392523,0.0,0.0,"[[608, 0, 49], [0, 23, 19], [129, 18, 2849]]","[[461, 117, 266], [680, 551, 693], [270, 125, 532]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,0.0009794098674340962,fixed,0.4404415488315224,0.8808830976630448,0.18506923627444827,0.25375712597169653,0.0016151893162533394,0.15525529245049316,0.1786375792962005,0.0016151893162533394,0.15525529245049316,0.8931878822722058,0.002128503765025462,0.37559772411530257,0.07511954600814863,0.14906972264850699,0.029813945194351262,0.0,0.8238869409438561,0.5099543256672535,0.31319324592776165,0.0007393697149426511,0.229693540160485,0.20915531873783658,0.0007393697149426511,0.229693540160485,1.0457765706659816,0.0010707736303286277,0.5201896202902994,0.1040379251936937,1.401303887240031,0.2802607792032785,0.0,3.7885606341385443,0.937212449255751,0.4749661705006766,0.9380752295532307,0.5184781354729346,0.06305818673883627,0.7566982408660352,0.5631067961165048,0.4265402843601896,0.45652173913043476,1.3637936115264893,3.7290351390838623,4.424285888671875,2.4583702087402344,3.754715919494629,3.7279646396636963,3.443267345428467,2.2458503246307373,2.832620859146118,4.099828720092773,0.7995139956474304,5.95619535446167,nan,0.9649923896499238,0.5714285714285714,0.9362483311081442,0.0,0.11904761904761904,"[[634, 0, 23], [5, 24, 13], [165, 26, 2805]]","[[360, 273, 211], [427, 873, 624], [229, 176, 522]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,0.0009755282581475765,fixed,0.4114160948811112,0.8228321897622224,0.16035326657764593,0.24985732205319847,0.0012055084832237808,0.13428107110837662,0.17576199514934823,0.0012055084832237808,0.13428107110837662,0.8788099624304454,0.0016097659467976934,0.3704766332345906,0.07409532782700283,0.13036097348527198,0.026072195189382124,0.0,0.9850933890865362,0.6724082939034386,0.31147315983681945,0.0012119207695676002,0.24956192228242413,0.2055802141942578,0.0012119207695676002,0.24956192228242413,1.0279010525253047,0.0018116423013306278,0.5294647085973149,0.10589294306157568,2.114231846107922,0.4228463712860709,0.0,4.543308665067804,0.9369418132611638,0.4403247631935047,0.9366679195005223,0.5440419830823552,0.06441136671177267,0.7085250338294993,0.5436893203883495,0.6777251184834123,0.37577639751552794,1.947268009185791,4.441534042358398,6.0741095542907715,4.318156719207764,4.299429416656494,4.473382949829102,4.539298057556152,2.532057762145996,2.644753932952881,3.9214701652526855,0.7735938429832458,6.529977321624756,nan,0.9573820395738204,0.5714285714285714,0.9375834445927904,0.0,0.047619047619047616,"[[629, 0, 28], [2, 24, 16], [143, 44, 2809]]","[[572, 84, 188], [810, 551, 563], [337, 86, 504]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,0.000971320745546089,fixed,0.41047685381916,0.82095370763832,0.1650695856783436,0.24419442620458573,0.0012128440173385308,0.14138826020943202,0.17302629841229353,0.0012128440173385308,0.14138826020943202,0.8651314790066116,0.0016073465676315279,0.35584064024612166,0.07116812938279217,0.11840662996932179,0.023681326491167103,0.0,0.9567113730194443,0.6305355931893092,0.3247783586040079,0.001397411063873034,0.26876165654727024,0.21447884809825676,0.001397411063873034,0.26876165654727024,1.0723942272072715,0.0020788792677032125,0.5514975492944576,0.11029951176196538,1.8088696604391978,0.3617739423086702,0.0,5.219084908212277,0.9174560216508796,0.44925575101488496,0.9334833563410976,0.533496113407799,0.0749661705006766,0.7155615696887686,0.6526429341963322,0.35308056872037913,0.40683229813664595,1.9106210470199585,5.2907490730285645,6.5542449951171875,2.632814645767212,5.166372776031494,5.580861568450928,3.2674288749694824,4.718966960906982,3.0534772872924805,4.521887302398682,1.8390573263168335,6.763977527618408,nan,0.7747336377473364,0.5714285714285714,0.9536048064085447,0.0,0.023809523809523808,"[[509, 0, 148], [1, 24, 17], [120, 19, 2857]]","[[298, 233, 313], [334, 757, 833], [116, 206, 605]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,0.0009667902132486006,fixed,0.3951898998365016,0.7903797996730032,0.15274836578255332,0.24137569760459832,0.0010658346543114925,0.12547424108455313,0.17132004409247745,0.0010658346543114925,0.12547424108455313,0.856600208199964,0.0014207153068908933,0.3502782585292151,0.07005565292748762,0.13637062349911042,0.027274125197475185,0.0,0.8997989754070287,0.5822730908697126,0.3169455113688406,0.0005803763488035382,0.23666763089506487,0.20831086401284468,0.0005803763488035382,0.23666763089506487,1.041554307227851,0.0008170136418010843,0.5431732145149427,0.10863464499882981,1.7280272188798271,0.3456054516223646,0.0,3.574556115754583,0.9293640054127199,0.4479025710419486,0.9447239892410857,0.5502332163787154,0.018944519621109608,0.6876860622462787,0.6127292340884574,0.5959715639810427,0.38354037267080743,1.1483510732650757,3.266860008239746,4.044896602630615,2.443031072616577,3.3429012298583984,3.0670509338378906,3.2048957347869873,2.602736234664917,2.682758331298828,3.5710692405700684,0.2101098895072937,4.382233619689941,nan,0.939117199391172,0.5714285714285714,0.9322429906542056,0.0,0.0,"[[617, 0, 40], [0, 24, 18], [162, 41, 2793]]","[[503, 95, 246], [683, 584, 657], [250, 109, 568]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,0.0009619397662556431,fixed,0.3781672085331835,0.756334417066367,0.1402203390190307,0.23706998715232508,0.000876877905826829,0.11518461189470372,0.16797385649604932,0.000876877905826829,0.11518461189470372,0.8398692649096959,0.001195198666859543,0.34548064104960713,0.06909612967542615,0.12517863403511562,0.02503572716659392,0.0,0.992488059155512,0.684868937811445,0.30697728023638743,0.0006418298200325454,0.2540554899082132,0.20118798219947917,0.0006418298200325454,0.2540554899082132,1.0059398987457782,0.0008917781658103899,0.5289465015408796,0.10578930216648581,2.1540671869073695,0.43081344760376633,0.0,3.7246426057302586,0.9388362652232747,0.46820027063599456,0.9488121695058916,0.5477615091985393,0.061163734776725306,0.6671177266576455,0.6116504854368932,0.6255924170616114,0.3944099378881988,1.2084360122680664,3.439016103744507,3.5923497676849365,2.6130053997039795,3.534602642059326,3.1746985912323,2.563469648361206,2.5163955688476562,3.6822497844696045,3.769515037536621,-0.12356686592102051,5.1139678955078125,nan,0.943683409436834,0.5714285714285714,0.9429238985313751,0.0,0.0,"[[620, 0, 37], [0, 24, 18], [147, 24, 2825]]","[[528, 132, 184], [651, 635, 638], [237, 123, 567]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
